"SubjectID","Angle","Base","Feature","SizeDirection","Manipulation","ExpectedAns","ResponseTime(ms)","GivenAnswer","Correct"
196,"60","0.4","angle","decrease","angle","bigger","26391","same",0
197,"60","0.4","angle","increase","distance","same","11424","bigger",0
197,"60","0.4","angle","increase","angle","smaller","52873","same",0
197,"60","0.4","vertex","decrease","angle","downward","19114","downward",1
197,"60","0.4","angle","decrease","distance","same","29232","same",1
197,"60","0.4","angle","decrease","angle","bigger","20299","bigger",1
197,"60","0.4","vertex","increase","distance","upward","14220","downward",0
197,"60","0.4","vertex","decrease","distance","downward","12246","downward",1
197,"60","0.4","vertex","increase","angle","upward","12517","upward",1
198,"60","0.4","vertex","increase","distance","upward","35883","upward",1
198,"60","0.4","vertex","increase","angle","upward","10746","upward",1
198,"60","0.4","vertex","decrease","distance","downward","4774","downward",1
198,"60","0.4","angle","increase","distance","same","19364","same",1
198,"60","0.4","angle","increase","angle","smaller","20577","smaller",1
198,"60","0.4","angle","decrease","distance","same","7286","same",1
198,"60","0.4","vertex","decrease","angle","downward","6475","downward",1
198,"60","0.4","angle","decrease","angle","bigger","8845","bigger",1
199,"60","0.4","vertex","decrease","distance","downward","30177","stayPlace",0
199,"60","0.4","angle","decrease","distance","same","10955","smaller",0
199,"60","0.4","vertex","decrease","angle","downward","10229","downward",1
199,"60","0.4","vertex","increase","angle","upward","7660","upward",1
199,"60","0.4","vertex","increase","distance","upward","25081","stayPlace",0
199,"60","0.4","angle","decrease","angle","bigger","14110","bigger",1
199,"60","0.4","angle","increase","distance","same","13265","same",1
199,"60","0.4","angle","increase","angle","smaller","11728","smaller",1
200,"60","0.4","angle","decrease","distance","same","44864","same",1
200,"60","0.4","angle","increase","angle","smaller","30030","smaller",1
200,"60","0.4","vertex","decrease","angle","downward","9508","downward",1
200,"60","0.4","vertex","decrease","distance","downward","90597","downward",1
200,"60","0.4","angle","decrease","angle","bigger","21397","bigger",1
200,"60","0.4","vertex","increase","angle","upward","33862","upward",1
200,"60","0.4","angle","increase","distance","same","14806","same",1
200,"60","0.4","vertex","increase","distance","upward","37711","upward",1
201,"60","0.4","vertex","increase","angle","upward","4624","upward",1
201,"60","0.4","vertex","decrease","distance","downward","4278","downward",1
201,"60","0.4","angle","increase","angle","smaller","4357","bigger",0
201,"60","0.4","angle","decrease","angle","bigger","3933","smaller",0
201,"60","0.4","angle","increase","distance","same","3918","same",1
201,"60","0.4","vertex","increase","distance","upward","2717","downward",0
201,"60","0.4","vertex","decrease","angle","downward","3070","downward",1
201,"60","0.4","angle","decrease","distance","same","3933","smaller",0
202,"60","0.4","vertex","increase","angle","upward","10238","upward",1
202,"60","0.4","angle","decrease","distance","same","20375","smaller",0
202,"60","0.4","angle","decrease","angle","bigger","7335","bigger",1
202,"60","0.4","vertex","increase","distance","upward","6784","upward",1
202,"60","0.4","angle","increase","distance","same","8504","same",1
202,"60","0.4","angle","increase","angle","smaller","8278","smaller",1
202,"60","0.4","vertex","decrease","angle","downward","15566","downward",1
202,"60","0.4","vertex","decrease","distance","downward","13392","downward",1
203,"60","0.4","vertex","increase","distance","upward","13297","upward",1
203,"60","0.4","angle","decrease","distance","same","19413","smaller",0
203,"60","0.4","angle","increase","angle","smaller","20293","smaller",1
203,"60","0.4","vertex","decrease","distance","downward","6861","downward",1
203,"60","0.4","vertex","increase","angle","upward","8702","upward",1
203,"60","0.4","angle","decrease","angle","bigger","7382","bigger",1
203,"60","0.4","angle","increase","distance","same","9263","bigger",0
203,"60","0.4","vertex","decrease","angle","downward","8127","downward",1
204,"60","0.4","angle","increase","distance","same","16711","bigger",0
204,"60","0.4","angle","decrease","distance","same","21895","smaller",0
204,"60","0.4","vertex","increase","distance","upward","47828","upward",1
204,"60","0.4","angle","increase","angle","smaller","25323","bigger",0
204,"60","0.4","angle","decrease","angle","bigger","19926","same",0
204,"60","0.4","vertex","increase","angle","upward","11312","upward",1
204,"60","0.4","vertex","decrease","angle","downward","8209","downward",1
204,"60","0.4","vertex","decrease","distance","downward","11847","downward",1
205,"36","1","vertex","increase","angle","upward","7620","upward",1
205,"36","1","angle","increase","distance","same","2743","smaller",0
205,"36","1","angle","decrease","angle","bigger","3974","same",0
205,"36","1","vertex","decrease","distance","downward","2070","upward",0
205,"36","1","angle","decrease","distance","same","3556","bigger",0
205,"36","1","vertex","increase","distance","upward","2782","downward",0
205,"36","1","vertex","decrease","angle","downward","2814","downward",1
205,"36","1","angle","increase","angle","smaller","2998","bigger",0
206,"36","1","vertex","increase","distance","upward","12519","upward",1
206,"36","1","angle","decrease","angle","bigger","29489","smaller",0
206,"36","1","vertex","decrease","distance","downward","14058","downward",1
206,"36","1","angle","increase","angle","smaller","3944","bigger",0
206,"36","1","angle","decrease","distance","same","19214","bigger",0
206,"36","1","vertex","increase","angle","upward","4234","upward",1
206,"36","1","angle","increase","distance","same","3454","smaller",0
206,"36","1","vertex","decrease","angle","downward","19794","downward",1
207,"36","1","vertex","decrease","angle","downward","3168","stayPlace",0
207,"36","1","angle","increase","angle","smaller","5990","smaller",1
207,"36","1","angle","decrease","angle","bigger","4343","bigger",1
207,"36","1","vertex","increase","distance","upward","3647","downward",0
207,"36","1","angle","increase","distance","same","7192","same",1
207,"36","1","angle","decrease","distance","same","1912","smaller",0
207,"36","1","vertex","decrease","distance","downward","2071","downward",1
207,"36","1","vertex","increase","angle","upward","1919","upward",1
208,"36","1","vertex","increase","angle","upward","2117","stayPlace",0
208,"36","1","vertex","increase","distance","upward","2999","upward",1
208,"36","1","vertex","decrease","distance","downward","2205","downward",1
208,"36","1","angle","decrease","angle","bigger","3372","bigger",1
208,"36","1","angle","decrease","distance","same","932","bigger",0
208,"36","1","vertex","decrease","angle","downward","749","upward",0
208,"36","1","angle","increase","distance","same","746","bigger",0
208,"36","1","angle","increase","angle","smaller","1171","bigger",0
209,"36","1","angle","decrease","angle","bigger","15512","smaller",0
209,"36","1","angle","increase","angle","smaller","27014","bigger",0
209,"36","1","vertex","increase","distance","upward","9531","stayPlace",0
209,"36","1","vertex","decrease","angle","downward","5261","stayPlace",0
209,"36","1","angle","increase","distance","same","7237","bigger",0
209,"36","1","vertex","decrease","distance","downward","11789","stayPlace",0
209,"36","1","vertex","increase","angle","upward","19640","stayPlace",0
209,"36","1","angle","decrease","distance","same","3978","smaller",0
210,"36","1","angle","increase","distance","same","17414","bigger",0
210,"36","1","vertex","decrease","distance","downward","16822","upward",0
210,"36","1","angle","decrease","angle","bigger","15318","smaller",0
210,"36","1","vertex","decrease","angle","downward","24238","upward",0
210,"36","1","vertex","increase","angle","upward","9004","downward",0
210,"36","1","angle","decrease","distance","same","21297","smaller",0
210,"36","1","angle","increase","angle","smaller","7865","bigger",0
210,"36","1","vertex","increase","distance","upward","11999","downward",0
211,"36","1","angle","decrease","angle","bigger","12372","bigger",1
211,"36","1","angle","increase","angle","smaller","8448","smaller",1
211,"36","1","vertex","increase","distance","upward","8402","upward",1
211,"36","1","angle","increase","distance","same","51178","smaller",0
211,"36","1","angle","decrease","distance","same","12491","smaller",0
211,"36","1","vertex","increase","angle","upward","10800","upward",1
211,"36","1","vertex","decrease","distance","downward","7418","downward",1
211,"36","1","vertex","decrease","angle","downward","7788","downward",1
212,"36","1","angle","increase","angle","smaller","22455","bigger",0
212,"36","1","vertex","increase","distance","upward","15167","downward",0
212,"36","1","angle","increase","distance","same","13190","bigger",0
212,"36","1","vertex","decrease","angle","downward","9715","upward",0
212,"36","1","angle","decrease","angle","bigger","28408","bigger",1
212,"36","1","vertex","decrease","distance","downward","14745","upward",0
212,"36","1","vertex","increase","angle","upward","7364","downward",0
212,"36","1","angle","decrease","distance","same","11794","smaller",0
213,"36","1","vertex","decrease","angle","downward","36961","downward",1
213,"36","1","vertex","increase","angle","upward","24383","upward",1
213,"36","1","angle","decrease","angle","bigger","25943","bigger",1
213,"36","1","vertex","decrease","distance","downward","19591","upward",0
213,"36","1","angle","increase","distance","same","4464","bigger",0
213,"36","1","angle","decrease","distance","same","88831","smaller",0
213,"36","1","vertex","increase","distance","upward","4287","downward",0
213,"36","1","angle","increase","angle","smaller","24007","bigger",0
214,"36","1","angle","increase","angle","smaller","14810","bigger",0
214,"36","1","angle","decrease","distance","same","13640","smaller",0
214,"36","1","angle","decrease","angle","bigger","18121","smaller",0
214,"36","1","angle","increase","distance","same","13328","smaller",0
214,"36","1","vertex","decrease","angle","downward","12872","downward",1
214,"36","1","vertex","increase","distance","upward","11216","downward",0
214,"36","1","vertex","decrease","distance","downward","8665","upward",0
214,"36","1","vertex","increase","angle","upward","11264","downward",0
215,"36","1","vertex","increase","angle","upward","27556","upward",1
215,"36","1","vertex","decrease","distance","downward","8190","downward",1
215,"36","1","vertex","decrease","angle","downward","16651","downward",1
215,"36","1","vertex","increase","distance","upward","17975","downward",0
215,"36","1","angle","increase","angle","smaller","21786","bigger",0
215,"36","1","angle","decrease","distance","same","37959","smaller",0
215,"36","1","angle","decrease","angle","bigger","12610","smaller",0
215,"36","1","angle","increase","distance","same","13935","bigger",0
216,"36","1","angle","increase","angle","smaller","9285","smaller",1
216,"36","1","angle","decrease","angle","bigger","10912","bigger",1
216,"36","1","vertex","decrease","distance","downward","16029","downward",1
216,"36","1","vertex","increase","angle","upward","8095","upward",1
216,"36","1","vertex","decrease","angle","downward","5465","downward",1
216,"36","1","vertex","increase","distance","upward","7820","upward",1
216,"36","1","angle","decrease","distance","same","8078","smaller",0
216,"36","1","angle","increase","distance","same","37040","same",1
217,"36","1","vertex","increase","distance","upward","14013","downward",0
217,"36","1","angle","increase","distance","same","15641","bigger",0
217,"36","1","angle","decrease","distance","same","9138","smaller",0
217,"36","1","vertex","decrease","distance","downward","9443","upward",0
217,"36","1","vertex","increase","angle","upward","6005","upward",1
217,"36","1","vertex","decrease","angle","downward","12474","upward",0
217,"36","1","angle","increase","angle","smaller","6777","bigger",0
217,"36","1","angle","decrease","angle","bigger","4061","smaller",0
218,"36","1","angle","decrease","angle","bigger","3520","bigger",1
218,"36","1","angle","decrease","distance","same","3584","smaller",0
218,"36","1","vertex","decrease","angle","downward","2446","stayPlace",0
218,"36","1","vertex","decrease","distance","downward","1910","upward",0
218,"36","1","angle","increase","distance","same","2303","smaller",0
218,"36","1","angle","increase","angle","smaller","2721","smaller",1
218,"36","1","vertex","increase","angle","upward","4634","upward",1
218,"36","1","vertex","increase","distance","upward","2376","downward",0
219,"36","1","angle","decrease","distance","same","10907","same",1
219,"36","1","vertex","decrease","angle","downward","10014","downward",1
219,"36","1","vertex","increase","angle","upward","13367","downward",0
219,"36","1","angle","decrease","angle","bigger","8148","bigger",1
219,"36","1","angle","increase","angle","smaller","6245","smaller",1
219,"36","1","vertex","decrease","distance","downward","8654","stayPlace",0
219,"36","1","angle","increase","distance","same","7291","same",1
219,"36","1","vertex","increase","distance","upward","5476","stayPlace",0
220,"36","1","angle","increase","angle","smaller","10479","smaller",1
220,"36","1","angle","increase","distance","same","5277","same",1
220,"36","1","angle","decrease","distance","same","7230","same",1
220,"36","1","vertex","decrease","distance","downward","8111","downward",1
220,"36","1","vertex","decrease","angle","downward","6422","downward",1
220,"36","1","vertex","increase","angle","upward","6798","upward",1
220,"36","1","angle","decrease","angle","bigger","5709","bigger",1
220,"36","1","vertex","increase","distance","upward","4729","upward",1
221,"36","1","vertex","increase","distance","upward","13305","downward",0
221,"36","1","angle","increase","distance","same","12862","bigger",0
221,"36","1","vertex","increase","angle","upward","9526","downward",0
221,"36","1","angle","increase","angle","smaller","96447","same",0
221,"36","1","vertex","decrease","angle","downward","10592","downward",1
221,"36","1","angle","decrease","distance","same","8138","same",1
221,"36","1","angle","decrease","angle","bigger","11449","bigger",1
221,"36","1","vertex","decrease","distance","downward","65913","upward",0
222,"36","1","vertex","increase","distance","upward","41796","downward",0
222,"36","1","vertex","decrease","angle","downward","16295","downward",1
222,"36","1","vertex","decrease","distance","downward","21735","upward",0
222,"36","1","angle","increase","distance","same","25528","bigger",0
222,"36","1","angle","decrease","distance","same","15059","smaller",0
222,"36","1","vertex","increase","angle","upward","19961","upward",1
222,"36","1","angle","increase","angle","smaller","13777","smaller",1
222,"36","1","angle","decrease","angle","bigger","16085","bigger",1
223,"36","1","angle","increase","angle","smaller","20798","bigger",0
223,"36","1","vertex","decrease","angle","downward","11412","downward",1
223,"36","1","angle","increase","distance","same","16818","bigger",0
223,"36","1","angle","decrease","distance","same","9748","smaller",0
223,"36","1","vertex","increase","angle","upward","15747","upward",1
223,"36","1","vertex","increase","distance","upward","29660","downward",0
223,"36","1","angle","decrease","angle","bigger","15138","smaller",0
223,"36","1","vertex","decrease","distance","downward","3363","downward",1
224,"36","1","angle","increase","angle","smaller","23901","smaller",1
224,"36","1","vertex","increase","distance","upward","28471","upward",1
224,"36","1","angle","increase","distance","same","14126","bigger",0
224,"36","1","vertex","decrease","angle","downward","12425","downward",1
224,"36","1","angle","decrease","angle","bigger","11690","bigger",1
224,"36","1","angle","decrease","distance","same","24616","same",1
224,"36","1","vertex","increase","angle","upward","12521","upward",1
224,"36","1","vertex","decrease","distance","downward","11471","downward",1
225,"36","1","vertex","increase","angle","upward","21192","upward",1
225,"36","1","angle","decrease","angle","bigger","16465","smaller",0
225,"36","1","vertex","decrease","angle","downward","17507","downward",1
225,"36","1","angle","increase","distance","same","12580","bigger",0
225,"36","1","angle","increase","angle","smaller","15480","smaller",1
225,"36","1","angle","decrease","distance","same","10722","smaller",0
225,"36","1","vertex","decrease","distance","downward","12140","upward",0
225,"36","1","vertex","increase","distance","upward","9917","downward",0
226,"36","1","angle","decrease","distance","same","35714","same",1
226,"36","1","vertex","decrease","distance","downward","20200","downward",1
226,"36","1","angle","increase","distance","same","17087","same",1
226,"36","1","angle","increase","angle","smaller","22505","smaller",1
226,"36","1","angle","decrease","angle","bigger","12238","bigger",1
226,"36","1","vertex","increase","angle","upward","14254","upward",1
226,"36","1","vertex","decrease","angle","downward","7888","downward",1
226,"36","1","vertex","increase","distance","upward","18747","stayPlace",0
227,"36","1","angle","increase","distance","same","21692","smaller",0
227,"36","1","vertex","decrease","distance","downward","9258","downward",1
227,"36","1","angle","increase","angle","smaller","10185","smaller",1
227,"36","1","angle","decrease","angle","bigger","5302","bigger",1
227,"36","1","vertex","increase","distance","upward","12741","upward",1
227,"36","1","angle","decrease","distance","same","6374","smaller",0
227,"36","1","vertex","increase","angle","upward","10718","upward",1
227,"36","1","vertex","decrease","angle","downward","5438","downward",1
228,"36","1","angle","decrease","distance","same","25536","smaller",0
228,"36","1","vertex","decrease","distance","downward","21646","downward",1
228,"36","1","angle","increase","distance","same","14139","bigger",0
228,"36","1","angle","decrease","angle","bigger","9165","bigger",1
228,"36","1","vertex","increase","distance","upward","16870","upward",1
228,"36","1","angle","increase","angle","smaller","12109","smaller",1
228,"36","1","vertex","decrease","angle","downward","20673","downward",1
228,"36","1","vertex","increase","angle","upward","13177","upward",1
229,"36","1","angle","increase","angle","smaller","16325","bigger",0
229,"36","1","vertex","increase","angle","upward","15428","stayPlace",0
229,"36","1","vertex","increase","distance","upward","8755","upward",1
229,"36","1","vertex","decrease","angle","downward","14979","downward",1
229,"36","1","angle","decrease","angle","bigger","4305","bigger",1
229,"36","1","angle","increase","distance","same","6709","smaller",0
229,"36","1","angle","decrease","distance","same","3861","bigger",0
229,"36","1","vertex","decrease","distance","downward","6735","stayPlace",0
230,"36","1","vertex","increase","angle","upward","15975","upward",1
230,"36","1","angle","decrease","angle","bigger","15839","bigger",1
230,"36","1","angle","decrease","distance","same","13941","same",1
230,"36","1","angle","increase","distance","same","12703","same",1
230,"36","1","vertex","increase","distance","upward","31982","upward",1
230,"36","1","vertex","decrease","distance","downward","5879","downward",1
230,"36","1","vertex","decrease","angle","downward","10071","downward",1
230,"36","1","angle","increase","angle","smaller","23926","smaller",1
231,"36","1","angle","decrease","distance","same","30887","same",1
231,"36","1","vertex","increase","distance","upward","14250","upward",1
231,"36","1","vertex","decrease","distance","downward","6917","downward",1
231,"36","1","angle","increase","distance","same","6277","same",1
231,"36","1","vertex","decrease","angle","downward","7252","downward",1
231,"36","1","vertex","increase","angle","upward","4996","upward",1
231,"36","1","angle","increase","angle","smaller","21034","smaller",1
231,"36","1","angle","decrease","angle","bigger","8392","bigger",1
232,"36","1","angle","increase","angle","smaller","60276","bigger",0
232,"36","1","angle","decrease","angle","bigger","6224","bigger",1
232,"36","1","angle","increase","distance","same","33386","bigger",0
232,"36","1","vertex","decrease","distance","downward","11744","stayPlace",0
232,"36","1","angle","decrease","distance","same","10006","smaller",0
232,"36","1","vertex","increase","distance","upward","19186","stayPlace",0
232,"36","1","vertex","increase","angle","upward","12248","stayPlace",0
232,"36","1","vertex","decrease","angle","downward","8913","stayPlace",0
233,"36","1","vertex","decrease","distance","downward","21992","downward",1
233,"36","1","vertex","increase","distance","upward","9663","upward",1
233,"36","1","vertex","decrease","angle","downward","16134","downward",1
233,"36","1","vertex","increase","angle","upward","4887","upward",1
233,"36","1","angle","increase","distance","same","10784","same",1
233,"36","1","angle","decrease","distance","same","4447","same",1
233,"36","1","angle","increase","angle","smaller","9503","smaller",1
233,"36","1","angle","decrease","angle","bigger","4279","bigger",1
234,"36","1","vertex","increase","angle","upward","16454","upward",1
234,"36","1","vertex","decrease","angle","downward","9543","downward",1
234,"36","1","angle","decrease","angle","bigger","23614","bigger",1
234,"36","1","angle","increase","angle","smaller","7301","smaller",1
234,"36","1","vertex","increase","distance","upward","23095","downward",0
234,"36","1","vertex","decrease","distance","downward","6533","upward",0
234,"36","1","angle","increase","distance","same","10972","same",1
234,"36","1","angle","decrease","distance","same","25710","same",1
235,"36","1","angle","increase","distance","same","24547","same",1
235,"36","1","angle","increase","angle","smaller","9766","same",0
235,"36","1","vertex","decrease","angle","downward","10438","stayPlace",0
235,"36","1","angle","decrease","angle","bigger","8751","same",0
235,"36","1","vertex","increase","distance","upward","24183","stayPlace",0
235,"36","1","vertex","decrease","distance","downward","5694","stayPlace",0
235,"36","1","vertex","increase","angle","upward","5325","stayPlace",0
235,"36","1","angle","decrease","distance","same","6015","same",1
236,"36","1","vertex","decrease","angle","downward","28504","upward",0
236,"36","1","vertex","decrease","distance","downward","15071","downward",1
236,"36","1","angle","increase","distance","same","20360","bigger",0
236,"36","1","angle","decrease","distance","same","12248","smaller",0
236,"36","1","vertex","increase","angle","upward","20415","upward",1
236,"36","1","angle","decrease","angle","bigger","13728","smaller",0
236,"36","1","angle","increase","angle","smaller","17822","bigger",0
236,"36","1","vertex","increase","distance","upward","17191","upward",1
237,"36","1","angle","increase","angle","smaller","36787","bigger",0
237,"36","1","angle","decrease","angle","bigger","15259","bigger",1
237,"36","1","angle","increase","distance","same","31880","bigger",0
237,"36","1","angle","decrease","distance","same","11645","smaller",0
237,"36","1","vertex","decrease","distance","downward","17323","upward",0
237,"36","1","vertex","decrease","angle","downward","12476","downward",1
237,"36","1","vertex","increase","angle","upward","14896","upward",1
237,"36","1","vertex","increase","distance","upward","12220","downward",0
238,"36","1","angle","increase","distance","same","9615","smaller",0
238,"36","1","angle","decrease","distance","same","13139","smaller",0
238,"36","1","angle","decrease","angle","bigger","4659","bigger",1
238,"36","1","vertex","increase","distance","upward","4132","stayPlace",0
238,"36","1","vertex","decrease","distance","downward","7999","downward",1
238,"36","1","vertex","increase","angle","upward","8459","upward",1
238,"36","1","vertex","decrease","angle","downward","12261","downward",1
238,"36","1","angle","increase","angle","smaller","12771","smaller",1
239,"36","1","angle","increase","angle","smaller","40819","smaller",1
239,"36","1","vertex","decrease","distance","downward","55107","stayPlace",0
239,"36","1","vertex","increase","angle","upward","10961","upward",1
239,"36","1","angle","decrease","distance","same","18334","smaller",0
239,"36","1","vertex","increase","distance","upward","24415","downward",0
239,"36","1","angle","decrease","angle","bigger","26084","smaller",0
239,"36","1","vertex","decrease","angle","downward","15186","downward",1
239,"36","1","angle","increase","distance","same","13937","bigger",0
240,"36","1","vertex","increase","angle","upward","18424","downward",0
240,"36","1","vertex","decrease","angle","downward","10342","downward",1
240,"36","1","vertex","decrease","distance","downward","10395","upward",0
240,"36","1","vertex","increase","distance","upward","3006","downward",0
240,"36","1","angle","decrease","distance","same","35774","smaller",0
240,"36","1","angle","increase","distance","same","4295","bigger",0
240,"36","1","angle","increase","angle","smaller","11164","smaller",1
240,"36","1","angle","decrease","angle","bigger","4365","bigger",1
241,"36","1","angle","decrease","angle","bigger","12692","bigger",1
241,"36","1","angle","increase","distance","same","12792","bigger",0
241,"36","1","vertex","increase","angle","upward","11831","upward",1
241,"36","1","angle","decrease","distance","same","13121","smaller",0
241,"36","1","vertex","decrease","distance","downward","8950","upward",0
241,"36","1","angle","increase","angle","smaller","27385","smaller",1
241,"36","1","vertex","increase","distance","upward","8639","downward",0
241,"36","1","vertex","decrease","angle","downward","10832","downward",1
242,"36","1","angle","increase","angle","smaller","5154","bigger",0
242,"36","1","vertex","increase","distance","upward","931","upward",1
242,"36","1","vertex","increase","angle","upward","724","upward",1
242,"36","1","angle","increase","distance","same","636","bigger",0
242,"36","1","vertex","decrease","distance","downward","662","upward",0
242,"36","1","vertex","decrease","angle","downward","3878","downward",1
242,"36","1","angle","decrease","angle","bigger","652","bigger",1
242,"36","1","angle","decrease","distance","same","2293","bigger",0
243,"36","1","angle","increase","angle","smaller","40193","smaller",1
243,"36","1","angle","increase","distance","same","89310","bigger",0
243,"36","1","vertex","decrease","angle","downward","90749","downward",1
243,"36","1","vertex","increase","angle","upward","17826","upward",1
243,"36","1","angle","decrease","distance","same","18366","smaller",0
243,"36","1","vertex","increase","distance","upward","27759","downward",0
243,"36","1","angle","decrease","angle","bigger","16751","bigger",1
243,"36","1","vertex","decrease","distance","downward","10074","upward",0
244,"36","1","angle","decrease","angle","bigger","17521","smaller",0
244,"36","1","vertex","decrease","angle","downward","13403","stayPlace",0
244,"36","1","angle","decrease","distance","same","41378","smaller",0
244,"36","1","vertex","decrease","distance","downward","13012","downward",1
244,"36","1","angle","increase","angle","smaller","11043","bigger",0
244,"36","1","vertex","increase","angle","upward","12501","downward",0
244,"36","1","angle","increase","distance","same","36355","bigger",0
244,"36","1","vertex","increase","distance","upward","13513","upward",1
245,"36","1","angle","decrease","distance","same","19280","smaller",0
245,"36","1","angle","increase","angle","smaller","18200","smaller",1
245,"36","1","angle","decrease","angle","bigger","7195","bigger",1
245,"36","1","vertex","increase","distance","upward","11518","downward",0
245,"36","1","vertex","decrease","angle","downward","66811","downward",1
245,"36","1","angle","increase","distance","same","9064","bigger",0
245,"36","1","vertex","decrease","distance","downward","8167","upward",0
245,"36","1","vertex","increase","angle","upward","8977","upward",1
246,"36","1","angle","increase","angle","smaller","29157","smaller",1
246,"36","1","angle","increase","distance","same","9459","smaller",0
246,"36","1","vertex","increase","distance","upward","27589","downward",0
246,"36","1","angle","decrease","distance","same","14982","smaller",0
246,"36","1","vertex","increase","angle","upward","17081","upward",1
246,"36","1","vertex","decrease","angle","downward","18511","downward",1
246,"36","1","vertex","decrease","distance","downward","19180","upward",0
246,"36","1","angle","decrease","angle","bigger","8848","bigger",1
247,"36","1","vertex","decrease","angle","downward","17437","upward",0
247,"36","1","vertex","decrease","distance","downward","20446","upward",0
247,"36","1","angle","decrease","angle","bigger","16689","smaller",0
247,"36","1","angle","increase","angle","smaller","15004","bigger",0
247,"36","1","vertex","increase","distance","upward","14055","downward",0
247,"36","1","angle","decrease","distance","same","13143","bigger",0
247,"36","1","angle","increase","distance","same","19192","smaller",0
247,"36","1","vertex","increase","angle","upward","5262","upward",1
248,"36","1","vertex","decrease","angle","downward","5844","downward",1
248,"36","1","angle","increase","distance","same","3134","smaller",0
248,"36","1","vertex","increase","angle","upward","2731","upward",1
248,"36","1","vertex","increase","distance","upward","2889","upward",1
248,"36","1","angle","increase","angle","smaller","2726","bigger",0
248,"36","1","angle","decrease","angle","bigger","2566","bigger",1
248,"36","1","vertex","decrease","distance","downward","4417","upward",0
248,"36","1","angle","decrease","distance","same","3149","bigger",0
249,"36","1","angle","decrease","angle","bigger","15530","bigger",1
249,"36","1","angle","increase","distance","same","15629","same",1
249,"36","1","vertex","decrease","distance","downward","13749","downward",1
249,"36","1","vertex","decrease","angle","downward","10302","downward",1
249,"36","1","angle","increase","angle","smaller","10917","smaller",1
249,"36","1","angle","decrease","distance","same","12389","same",1
249,"36","1","vertex","increase","angle","upward","12884","upward",1
249,"36","1","vertex","increase","distance","upward","8117","upward",1
250,"36","1","angle","decrease","distance","same","24016","bigger",0
250,"36","1","vertex","decrease","angle","downward","30692","downward",1
250,"36","1","vertex","decrease","distance","downward","9845","upward",0
250,"36","1","angle","increase","distance","same","16821","bigger",0
250,"36","1","angle","decrease","angle","bigger","20082","bigger",1
250,"36","1","vertex","increase","distance","upward","12750","downward",0
250,"36","1","vertex","increase","angle","upward","12095","upward",1
250,"36","1","angle","increase","angle","smaller","12931","same",0
251,"36","1","vertex","increase","angle","upward","23825","upward",1
251,"36","1","vertex","decrease","distance","downward","17689","stayPlace",0
251,"36","1","angle","increase","angle","smaller","12032","bigger",0
251,"36","1","angle","increase","distance","same","17364","bigger",0
251,"36","1","angle","decrease","angle","bigger","9043","bigger",1
251,"36","1","vertex","decrease","angle","downward","8038","downward",1
251,"36","1","angle","decrease","distance","same","8422","bigger",0
251,"36","1","vertex","increase","distance","upward","21811","upward",1
252,"36","1","angle","increase","angle","smaller","13590","bigger",0
252,"36","1","angle","increase","distance","same","8534","bigger",0
252,"36","1","angle","decrease","angle","bigger","7045","bigger",1
252,"36","1","vertex","decrease","distance","downward","13166","upward",0
252,"36","1","angle","decrease","distance","same","17151","smaller",0
252,"36","1","vertex","increase","distance","upward","6710","downward",0
252,"36","1","vertex","decrease","angle","downward","11273","downward",1
252,"36","1","vertex","increase","angle","upward","2930","upward",1
253,"36","1","angle","increase","angle","smaller","17278","smaller",1
253,"36","1","vertex","decrease","distance","downward","17885","downward",1
253,"36","1","angle","increase","distance","same","18550","same",1
253,"36","1","angle","decrease","distance","same","14950","same",1
253,"36","1","vertex","decrease","angle","downward","13671","downward",1
253,"36","1","angle","decrease","angle","bigger","10987","bigger",1
253,"36","1","vertex","increase","angle","upward","16422","upward",1
253,"36","1","vertex","increase","distance","upward","11354","upward",1
254,"36","1","vertex","increase","distance","upward","107283","upward",1
254,"36","1","angle","decrease","angle","bigger","283895","same",0
254,"36","1","angle","increase","angle","smaller","15438","same",0
254,"36","1","vertex","decrease","angle","downward","39128","downward",1
254,"36","1","angle","increase","distance","same","71127","same",1
254,"36","1","angle","decrease","distance","same","45999","same",1
254,"36","1","vertex","increase","angle","upward","92790","upward",1
254,"36","1","vertex","decrease","distance","downward","28967","downward",1
255,"36","1","angle","increase","distance","same","20136","bigger",0
255,"36","1","angle","decrease","distance","same","31324","smaller",0
255,"36","1","vertex","increase","angle","upward","66619","upward",1
255,"36","1","angle","decrease","angle","bigger","57236","bigger",1
255,"36","1","vertex","decrease","distance","downward","16016","upward",0
255,"36","1","vertex","increase","distance","upward","12354","downward",0
255,"36","1","vertex","decrease","angle","downward","9847","downward",1
255,"36","1","angle","increase","angle","smaller","16390","bigger",0
256,"36","1","vertex","increase","angle","upward","34238","upward",1
256,"36","1","angle","decrease","distance","same","17409","smaller",0
256,"36","1","angle","increase","distance","same","31370","bigger",0
256,"36","1","vertex","decrease","angle","downward","18500","downward",1
256,"36","1","angle","increase","angle","smaller","13131","bigger",0
256,"36","1","angle","decrease","angle","bigger","9927","bigger",1
256,"36","1","vertex","increase","distance","upward","30858","upward",1
256,"36","1","vertex","decrease","distance","downward","10857","downward",1
257,"36","1","vertex","increase","angle","upward","20831","upward",1
257,"36","1","vertex","increase","distance","upward","12437","downward",0
257,"36","1","vertex","decrease","angle","downward","7090","downward",1
257,"36","1","vertex","decrease","distance","downward","15093","downward",1
