"SubjectID","Angle","Base","Feature","SizeDirection","Manipulation","ExpectedAns","ResponseTime(ms)","GivenAnswer","Correct"
88,"36","0.4","vertex","decrease","distance","downward","7478","downward",1
88,"36","0.4","vertex","increase","angle","upward","11678","upward",1
89,"36","0.4","angle","decrease","angle","bigger","21422","bigger",1
89,"36","0.4","angle","increase","angle","smaller","25331","smaller",1
89,"36","0.4","vertex","decrease","angle","downward","9991","downward",1
89,"36","0.4","vertex","increase","angle","upward","4415","upward",1
89,"36","0.4","vertex","decrease","distance","downward","16344","downward",1
89,"36","0.4","vertex","increase","distance","upward","3415","upward",1
89,"36","0.4","angle","increase","distance","same","22358","same",1
89,"36","0.4","angle","decrease","distance","same","7239","same",1
90,"36","0.4","angle","increase","angle","smaller","4136","smaller",1
90,"36","0.4","angle","increase","distance","same","4260","smaller",0
90,"36","0.4","vertex","increase","angle","upward","3072","upward",1
90,"36","0.4","angle","decrease","angle","bigger","3384","smaller",0
90,"36","0.4","vertex","increase","distance","upward","2296","upward",1
90,"36","0.4","vertex","decrease","angle","downward","3507","downward",1
90,"36","0.4","vertex","decrease","distance","downward","2219","stayPlace",0
90,"36","0.4","angle","decrease","distance","same","2164","smaller",0
91,"36","0.4","vertex","decrease","distance","downward","2918","upward",0
91,"36","0.4","angle","increase","angle","smaller","3692","same",0
91,"36","0.4","angle","decrease","distance","same","3016","bigger",0
91,"36","0.4","angle","decrease","angle","bigger","3627","same",0
91,"36","0.4","vertex","increase","distance","upward","3255","upward",1
91,"36","0.4","vertex","decrease","angle","downward","1879","stayPlace",0
91,"36","0.4","vertex","increase","angle","upward","2172","downward",0
91,"36","0.4","angle","increase","distance","same","2128","bigger",0
92,"36","0.4","vertex","decrease","distance","downward","39258","downward",1
92,"36","0.4","angle","decrease","distance","same","16346","smaller",0
92,"36","0.4","vertex","increase","angle","upward","9997","upward",1
92,"36","0.4","angle","increase","distance","same","9879","bigger",0
92,"36","0.4","vertex","decrease","angle","downward","9455","downward",1
92,"36","0.4","angle","increase","angle","smaller","10924","bigger",0
92,"36","0.4","angle","decrease","angle","bigger","6987","smaller",0
92,"36","0.4","vertex","increase","distance","upward","7365","upward",1
93,"36","0.4","vertex","increase","angle","upward","31700","upward",1
93,"36","0.4","angle","increase","angle","smaller","16696","bigger",0
93,"36","0.4","vertex","increase","distance","upward","41575","stayPlace",0
93,"36","0.4","angle","decrease","angle","bigger","10422","smaller",0
93,"36","0.4","vertex","decrease","angle","downward","10959","downward",1
93,"36","0.4","vertex","decrease","distance","downward","10625","downward",1
93,"36","0.4","angle","increase","distance","same","9111","bigger",0
93,"36","0.4","angle","decrease","distance","same","11809","smaller",0
94,"36","0.4","vertex","decrease","distance","downward","8510","downward",1
94,"36","0.4","angle","decrease","angle","bigger","7398","smaller",0
94,"36","0.4","vertex","increase","angle","upward","47664","upward",1
94,"36","0.4","angle","increase","distance","same","6951","bigger",0
94,"36","0.4","vertex","increase","distance","upward","7384","downward",0
94,"36","0.4","angle","decrease","distance","same","4032","bigger",0
94,"36","0.4","angle","increase","angle","smaller","12230","smaller",1
94,"36","0.4","vertex","decrease","angle","downward","29920","upward",0
95,"36","0.4","vertex","increase","angle","upward","20761","upward",1
95,"36","0.4","angle","increase","angle","smaller","24310","same",0
95,"36","0.4","vertex","increase","distance","upward","7693","downward",0
95,"36","0.4","angle","decrease","distance","same","7953","bigger",0
95,"36","0.4","angle","increase","distance","same","10011","bigger",0
95,"36","0.4","angle","decrease","angle","bigger","8380","bigger",1
95,"36","0.4","vertex","decrease","distance","downward","12798","downward",1
95,"36","0.4","vertex","decrease","angle","downward","11950","downward",1
96,"36","0.4","angle","increase","distance","same","27854","smaller",0
96,"36","0.4","angle","decrease","angle","bigger","17712","bigger",1
96,"36","0.4","vertex","decrease","angle","downward","19570","downward",1
96,"36","0.4","vertex","increase","angle","upward","11051","upward",1
96,"36","0.4","vertex","increase","distance","upward","17764","downward",0
96,"36","0.4","angle","decrease","distance","same","44409","same",1
96,"36","0.4","vertex","decrease","distance","downward","28201","downward",1
96,"36","0.4","angle","increase","angle","smaller","18991","bigger",0
97,"36","0.4","angle","decrease","angle","bigger","16364","bigger",1
97,"36","0.4","angle","increase","distance","same","21478","bigger",0
97,"36","0.4","vertex","increase","angle","upward","9397","upward",1
97,"36","0.4","vertex","increase","distance","upward","12220","stayPlace",0
97,"36","0.4","vertex","decrease","angle","downward","10549","downward",1
97,"36","0.4","angle","increase","angle","smaller","10142","bigger",0
97,"36","0.4","angle","decrease","distance","same","10527","bigger",0
97,"36","0.4","vertex","decrease","distance","downward","5535","upward",0
98,"36","0.4","vertex","decrease","angle","downward","57985","upward",0
98,"36","0.4","angle","decrease","angle","bigger","17984","bigger",1
98,"36","0.4","angle","increase","angle","smaller","47174","smaller",1
98,"36","0.4","angle","decrease","distance","same","16654","smaller",0
98,"36","0.4","vertex","increase","distance","upward","32434","upward",1
98,"36","0.4","angle","increase","distance","same","22161","smaller",0
98,"36","0.4","vertex","decrease","distance","downward","15826","downward",1
98,"36","0.4","vertex","increase","angle","upward","27882","upward",1
99,"36","0.4","vertex","decrease","distance","downward","16889","downward",1
99,"36","0.4","angle","increase","angle","smaller","18561","smaller",1
99,"36","0.4","angle","decrease","distance","same","14433","smaller",0
99,"36","0.4","vertex","increase","distance","upward","10017","downward",0
99,"36","0.4","angle","increase","distance","same","8247","bigger",0
99,"36","0.4","vertex","decrease","angle","downward","12993","downward",1
99,"36","0.4","angle","decrease","angle","bigger","30712","bigger",1
99,"36","0.4","vertex","increase","angle","upward","16652","upward",1
100,"36","0.4","vertex","decrease","distance","downward","44087","downward",1
100,"36","0.4","vertex","increase","angle","upward","69401","upward",1
100,"36","0.4","angle","increase","angle","smaller","25436","smaller",1
100,"36","0.4","angle","decrease","angle","bigger","21384","bigger",1
100,"36","0.4","angle","increase","distance","same","74273","same",1
100,"36","0.4","angle","decrease","distance","same","13824","same",1
100,"36","0.4","vertex","increase","distance","upward","26481","upward",1
100,"36","0.4","vertex","decrease","angle","downward","18449","downward",1
101,"60","0.4","angle","decrease","distance","same","11816","same",1
101,"60","0.4","vertex","increase","distance","upward","17348","upward",1
101,"60","0.4","angle","decrease","angle","bigger","11164","bigger",1
101,"60","0.4","angle","increase","angle","smaller","7342","smaller",1
101,"60","0.4","vertex","increase","angle","upward","8627","upward",1
101,"60","0.4","angle","increase","distance","same","10995","same",1
101,"60","0.4","vertex","decrease","distance","downward","6598","downward",1
101,"60","0.4","vertex","decrease","angle","downward","7326","downward",1
102,"60","0.4","angle","increase","angle","smaller","10534","bigger",0
102,"60","0.4","angle","increase","distance","same","12354","same",1
102,"60","0.4","angle","decrease","distance","same","5399","same",1
102,"60","0.4","angle","decrease","angle","bigger","3868","smaller",0
102,"60","0.4","vertex","increase","angle","upward","13048","upward",1
102,"60","0.4","vertex","decrease","distance","downward","6854","downward",1
102,"60","0.4","vertex","decrease","angle","downward","4752","upward",0
102,"60","0.4","vertex","increase","distance","upward","4103","downward",0
103,"60","0.4","angle","increase","distance","same","23925","bigger",0
103,"60","0.4","vertex","decrease","angle","downward","13981","stayPlace",0
103,"60","0.4","angle","decrease","distance","same","13565","same",1
103,"60","0.4","angle","increase","angle","smaller","10420","same",0
103,"60","0.4","vertex","increase","distance","upward","9979","upward",1
103,"60","0.4","angle","decrease","angle","bigger","16447","same",0
103,"60","0.4","vertex","decrease","distance","downward","19840","stayPlace",0
103,"60","0.4","vertex","increase","angle","upward","11770","upward",1
104,"60","0.4","vertex","decrease","angle","downward","35638","downward",1
104,"60","0.4","angle","decrease","angle","bigger","33166","smaller",0
104,"60","0.4","vertex","decrease","distance","downward","24500","upward",0
104,"60","0.4","angle","increase","distance","same","11340","bigger",0
104,"60","0.4","vertex","increase","distance","upward","7186","downward",0
104,"60","0.4","vertex","increase","angle","upward","11916","stayPlace",0
104,"60","0.4","angle","decrease","distance","same","7784","smaller",0
104,"60","0.4","angle","increase","angle","smaller","10476","smaller",1
105,"60","0.4","vertex","increase","distance","upward","11153","upward",1
105,"60","0.4","angle","decrease","distance","same","12538","smaller",0
105,"60","0.4","angle","decrease","angle","bigger","12687","smaller",0
105,"60","0.4","angle","increase","distance","same","11529","bigger",0
105,"60","0.4","vertex","decrease","distance","downward","8833","downward",1
105,"60","0.4","vertex","decrease","angle","downward","5873","downward",1
105,"60","0.4","angle","increase","angle","smaller","6538","bigger",0
105,"60","0.4","vertex","increase","angle","upward","9523","upward",1
106,"60","0.4","vertex","increase","distance","upward","15427","upward",1
106,"60","0.4","angle","increase","distance","same","16740","bigger",0
106,"60","0.4","angle","decrease","angle","bigger","9308","bigger",1
106,"60","0.4","vertex","increase","angle","upward","8129","downward",0
106,"60","0.4","angle","decrease","distance","same","11065","smaller",0
106,"60","0.4","vertex","decrease","distance","downward","12584","downward",1
106,"60","0.4","angle","increase","angle","smaller","5830","smaller",1
106,"60","0.4","vertex","decrease","angle","downward","9711","upward",0
107,"60","0.4","vertex","increase","angle","upward","10232","upward",1
107,"60","0.4","vertex","increase","distance","upward","15250","upward",1
107,"60","0.4","angle","increase","angle","smaller","13819","smaller",1
107,"60","0.4","vertex","decrease","angle","downward","6103","downward",1
107,"60","0.4","angle","decrease","distance","same","11348","bigger",0
107,"60","0.4","angle","decrease","angle","bigger","10613","bigger",1
107,"60","0.4","angle","increase","distance","same","17605","same",1
107,"60","0.4","vertex","decrease","distance","downward","7128","downward",1
108,"60","0.4","vertex","increase","distance","upward","15843","upward",1
108,"60","0.4","vertex","decrease","angle","downward","22969","downward",1
108,"60","0.4","angle","increase","distance","same","7062","same",1
108,"60","0.4","vertex","increase","angle","upward","11155","upward",1
108,"60","0.4","angle","increase","angle","smaller","11755","smaller",1
108,"60","0.4","vertex","decrease","distance","downward","8539","downward",1
108,"60","0.4","angle","decrease","angle","bigger","14471","bigger",1
108,"60","0.4","angle","decrease","distance","same","6603","smaller",0
109,"60","0.4","vertex","decrease","distance","downward","25542","stayPlace",0
109,"60","0.4","angle","increase","angle","smaller","23101","smaller",1
109,"60","0.4","angle","decrease","distance","same","9446","smaller",0
109,"60","0.4","angle","increase","distance","same","8355","bigger",0
109,"60","0.4","vertex","increase","distance","upward","11640","stayPlace",0
109,"60","0.4","vertex","increase","angle","upward","10044","upward",1
109,"60","0.4","vertex","decrease","angle","downward","6340","downward",1
109,"60","0.4","angle","decrease","angle","bigger","8322","bigger",1
110,"60","0.4","angle","decrease","angle","bigger","25571","smaller",0
110,"60","0.4","vertex","increase","distance","upward","15702","upward",1
110,"60","0.4","vertex","increase","angle","upward","30269","upward",1
110,"60","0.4","angle","increase","angle","smaller","16878","bigger",0
110,"60","0.4","angle","decrease","distance","same","12997","smaller",0
110,"60","0.4","vertex","decrease","angle","downward","8401","downward",1
110,"60","0.4","vertex","decrease","distance","downward","7974","downward",1
110,"60","0.4","angle","increase","distance","same","8790","bigger",0
111,"60","0.4","vertex","decrease","distance","downward","22819","downward",1
111,"60","0.4","vertex","increase","distance","upward","7482","upward",1
111,"60","0.4","vertex","decrease","angle","downward","8675","downward",1
111,"60","0.4","angle","decrease","angle","bigger","14914","smaller",0
111,"60","0.4","angle","decrease","distance","same","16941","smaller",0
111,"60","0.4","angle","increase","distance","same","7225","bigger",0
111,"60","0.4","vertex","increase","angle","upward","26837","upward",1
111,"60","0.4","angle","increase","angle","smaller","10501","bigger",0
112,"60","0.4","vertex","decrease","distance","downward","7819","upward",0
112,"60","0.4","vertex","decrease","angle","downward","5926","downward",1
112,"60","0.4","angle","increase","angle","smaller","6106","smaller",1
112,"60","0.4","vertex","increase","angle","upward","5455","upward",1
112,"60","0.4","angle","decrease","distance","same","8794","same",1
112,"60","0.4","vertex","increase","distance","upward","12953","downward",0
112,"60","0.4","angle","decrease","angle","bigger","6224","bigger",1
112,"60","0.4","angle","increase","distance","same","8078","same",1
113,"60","0.4","angle","decrease","angle","bigger","28703","bigger",1
113,"60","0.4","vertex","decrease","angle","downward","10566","downward",1
113,"60","0.4","vertex","decrease","distance","downward","18090","upward",0
113,"60","0.4","angle","decrease","distance","same","17499","same",1
113,"60","0.4","vertex","increase","distance","upward","8140","upward",1
113,"60","0.4","angle","increase","angle","smaller","11014","smaller",1
113,"60","0.4","angle","increase","distance","same","7500","same",1
113,"60","0.4","vertex","increase","angle","upward","9338","upward",1
114,"60","0.4","angle","increase","distance","same","24117","same",1
114,"60","0.4","vertex","decrease","distance","downward","13418","downward",1
114,"60","0.4","angle","decrease","distance","same","6846","same",1
114,"60","0.4","vertex","increase","distance","upward","10915","upward",1
114,"60","0.4","vertex","decrease","angle","downward","8108","downward",1
114,"60","0.4","angle","increase","angle","smaller","8831","bigger",0
114,"60","0.4","angle","decrease","angle","bigger","6944","smaller",0
114,"60","0.4","vertex","increase","angle","upward","8956","upward",1
115,"60","0.4","vertex","increase","distance","upward","24390","downward",0
115,"60","0.4","angle","increase","angle","smaller","40433","smaller",1
115,"60","0.4","vertex","increase","angle","upward","16563","upward",1
115,"60","0.4","angle","increase","distance","same","29977","same",1
115,"60","0.4","angle","decrease","angle","bigger","15272","bigger",1
115,"60","0.4","vertex","decrease","angle","downward","17153","downward",1
115,"60","0.4","vertex","decrease","distance","downward","34041","downward",1
115,"60","0.4","angle","decrease","distance","same","18144","same",1
116,"60","0.4","vertex","increase","distance","upward","29261","upward",1
116,"60","0.4","angle","increase","distance","same","14488","same",1
116,"60","0.4","angle","decrease","angle","bigger","7340","same",0
116,"60","0.4","angle","increase","angle","smaller","16340","smaller",1
116,"60","0.4","vertex","decrease","angle","downward","5797","downward",1
116,"60","0.4","vertex","increase","angle","upward","7077","upward",1
116,"60","0.4","vertex","decrease","distance","downward","9747","downward",1
116,"60","0.4","angle","decrease","distance","same","93312","smaller",0
117,"60","0.4","angle","decrease","angle","bigger","10394","bigger",1
117,"60","0.4","vertex","decrease","distance","downward","19446","downward",1
117,"60","0.4","angle","increase","distance","same","7764","same",1
117,"60","0.4","vertex","increase","angle","upward","6786","upward",1
117,"60","0.4","angle","increase","angle","smaller","10703","smaller",1
117,"60","0.4","vertex","decrease","angle","downward","8588","downward",1
117,"60","0.4","vertex","increase","distance","upward","10185","upward",1
117,"60","0.4","angle","decrease","distance","same","13929","same",1
118,"60","0.4","angle","increase","distance","same","22021","bigger",0
118,"60","0.4","vertex","decrease","distance","downward","22379","upward",0
118,"60","0.4","vertex","increase","angle","upward","15831","upward",1
118,"60","0.4","angle","increase","angle","smaller","12395","same",0
118,"60","0.4","vertex","decrease","angle","downward","282749","downward",1
118,"60","0.4","angle","decrease","distance","same","11523","same",1
118,"60","0.4","angle","decrease","angle","bigger","13205","bigger",1
118,"60","0.4","vertex","increase","distance","upward","22654","upward",1
119,"60","0.4","angle","decrease","angle","bigger","11941","smaller",0
119,"60","0.4","vertex","decrease","distance","downward","9092","downward",1
119,"60","0.4","vertex","increase","distance","upward","5214","upward",1
119,"60","0.4","vertex","increase","angle","upward","4756","downward",0
119,"60","0.4","vertex","decrease","angle","downward","5423","upward",0
119,"60","0.4","angle","increase","distance","same","1606","smaller",0
119,"60","0.4","angle","increase","angle","smaller","2414","smaller",1
119,"60","0.4","angle","decrease","distance","same","2077","bigger",0
120,"60","0.4","vertex","increase","angle","upward","18277","upward",1
120,"60","0.4","vertex","decrease","distance","downward","5822","downward",1
120,"60","0.4","vertex","decrease","angle","downward","12590","downward",1
120,"60","0.4","angle","decrease","angle","bigger","10463","bigger",1
120,"60","0.4","vertex","increase","distance","upward","7894","downward",0
120,"60","0.4","angle","increase","angle","smaller","12711","bigger",0
120,"60","0.4","angle","increase","distance","same","33735","smaller",0
120,"60","0.4","angle","decrease","distance","same","13391","bigger",0
121,"60","0.4","vertex","increase","distance","upward","24472","upward",1
121,"60","0.4","angle","decrease","distance","same","20679","same",1
121,"60","0.4","angle","increase","distance","same","10019","same",1
121,"60","0.4","vertex","increase","angle","upward","7999","upward",1
121,"60","0.4","angle","increase","angle","smaller","11691","smaller",1
121,"60","0.4","vertex","decrease","distance","downward","12497","downward",1
121,"60","0.4","angle","decrease","angle","bigger","8540","bigger",1
121,"60","0.4","vertex","decrease","angle","downward","6620","downward",1
122,"60","0.4","vertex","increase","angle","upward","22000","upward",1
122,"60","0.4","vertex","decrease","distance","downward","10584","downward",1
122,"60","0.4","angle","decrease","angle","bigger","8323","bigger",1
122,"60","0.4","angle","decrease","distance","same","6797","smaller",0
122,"60","0.4","vertex","decrease","angle","downward","8989","downward",1
122,"60","0.4","angle","increase","angle","smaller","8970","smaller",1
122,"60","0.4","vertex","increase","distance","upward","7285","downward",0
122,"60","0.4","angle","increase","distance","same","13161","bigger",0
123,"60","0.4","angle","decrease","distance","same","59679","smaller",0
123,"60","0.4","vertex","decrease","angle","downward","9725","downward",1
123,"60","0.4","angle","decrease","angle","bigger","19237","bigger",1
123,"60","0.4","angle","increase","distance","same","7798","bigger",0
123,"60","0.4","vertex","decrease","distance","downward","14382","downward",1
123,"60","0.4","vertex","increase","distance","upward","29471","downward",0
123,"60","0.4","vertex","increase","angle","upward","8813","upward",1
123,"60","0.4","angle","increase","angle","smaller","20823","bigger",0
124,"60","0.4","vertex","decrease","angle","downward","31847","downward",1
124,"60","0.4","angle","increase","distance","same","29502","bigger",0
124,"60","0.4","angle","decrease","distance","same","13783","smaller",0
124,"60","0.4","vertex","increase","angle","upward","30752","upward",1
124,"60","0.4","vertex","increase","distance","upward","22923","downward",0
124,"60","0.4","angle","increase","angle","smaller","21245","bigger",0
124,"60","0.4","vertex","decrease","distance","downward","43575","upward",0
124,"60","0.4","angle","decrease","angle","bigger","30147","bigger",1
125,"60","0.4","angle","decrease","distance","same","22136","smaller",0
125,"60","0.4","angle","decrease","angle","bigger","15236","smaller",0
125,"60","0.4","angle","increase","distance","same","11223","bigger",0
125,"60","0.4","vertex","decrease","distance","downward","9037","stayPlace",0
125,"60","0.4","vertex","increase","distance","upward","8528","stayPlace",0
125,"60","0.4","vertex","increase","angle","upward","11025","upward",1
125,"60","0.4","vertex","decrease","angle","downward","8070","downward",1
125,"60","0.4","angle","increase","angle","smaller","5622","bigger",0
126,"60","0.4","angle","decrease","angle","bigger","29599","smaller",0
126,"60","0.4","angle","increase","angle","smaller","9888","smaller",1
126,"60","0.4","angle","decrease","distance","same","16614","bigger",0
126,"60","0.4","vertex","decrease","distance","downward","37975","downward",1
126,"60","0.4","vertex","increase","angle","upward","15351","downward",0
126,"60","0.4","vertex","increase","distance","upward","20447","downward",0
126,"60","0.4","angle","increase","distance","same","13783","bigger",0
126,"60","0.4","vertex","decrease","angle","downward","25359","downward",1
127,"60","0.4","angle","decrease","angle","bigger","18338","bigger",1
127,"60","0.4","angle","increase","angle","smaller","12863","smaller",1
127,"60","0.4","vertex","increase","distance","upward","24823","downward",0
127,"60","0.4","vertex","increase","angle","upward","18392","upward",1
127,"60","0.4","angle","decrease","distance","same","14997","same",1
127,"60","0.4","vertex","decrease","distance","downward","7048","downward",1
127,"60","0.4","angle","increase","distance","same","14992","same",1
127,"60","0.4","vertex","decrease","angle","downward","11971","downward",1
128,"60","0.4","vertex","decrease","distance","downward","51485","stayPlace",0
128,"60","0.4","angle","increase","angle","smaller","38244","bigger",0
128,"60","0.4","vertex","increase","angle","upward","12553","stayPlace",0
128,"60","0.4","vertex","decrease","angle","downward","22034","downward",1
128,"60","0.4","angle","decrease","angle","bigger","22874","same",0
128,"60","0.4","angle","increase","distance","same","28923","bigger",0
128,"60","0.4","angle","decrease","distance","same","20714","same",1
128,"60","0.4","vertex","increase","distance","upward","30923","downward",0
129,"60","0.4","vertex","increase","angle","upward","24296","downward",0
129,"60","0.4","angle","increase","distance","same","10718","bigger",0
129,"60","0.4","vertex","decrease","angle","downward","11214","downward",1
129,"60","0.4","vertex","decrease","distance","downward","11008","upward",0
129,"60","0.4","vertex","increase","distance","upward","21536","upward",1
129,"60","0.4","angle","increase","angle","smaller","26015","smaller",1
129,"60","0.4","angle","decrease","distance","same","12119","smaller",0
129,"60","0.4","angle","decrease","angle","bigger","13856","bigger",1
130,"60","0.4","vertex","increase","distance","upward","11563","upward",1
130,"60","0.4","vertex","decrease","angle","downward","6891","downward",1
130,"60","0.4","angle","decrease","distance","same","6033","bigger",0
130,"60","0.4","vertex","decrease","distance","downward","4402","upward",0
130,"60","0.4","vertex","increase","angle","upward","6312","upward",1
130,"60","0.4","angle","increase","distance","same","19468","bigger",0
130,"60","0.4","angle","decrease","angle","bigger","5184","smaller",0
130,"60","0.4","angle","increase","angle","smaller","6298","same",0
131,"60","0.4","vertex","increase","distance","upward","16879","upward",1
131,"60","0.4","angle","increase","distance","same","24439","same",1
131,"60","0.4","angle","decrease","angle","bigger","12963","smaller",0
131,"60","0.4","angle","increase","angle","smaller","220363","smaller",1
131,"60","0.4","angle","decrease","distance","same","7103","smaller",0
131,"60","0.4","vertex","decrease","distance","downward","11727","stayPlace",0
131,"60","0.4","vertex","decrease","angle","downward","7263","downward",1
131,"60","0.4","vertex","increase","angle","upward","10695","upward",1
132,"60","0.4","vertex","decrease","angle","downward","22542","downward",1
132,"60","0.4","angle","increase","distance","same","46080","bigger",0
132,"60","0.4","vertex","decrease","distance","downward","32112","downward",1
132,"60","0.4","angle","increase","angle","smaller","66869","smaller",1
132,"60","0.4","angle","decrease","angle","bigger","12237","bigger",1
132,"60","0.4","vertex","increase","distance","upward","13090","downward",0
132,"60","0.4","angle","decrease","distance","same","9140","smaller",0
132,"60","0.4","vertex","increase","angle","upward","14470","upward",1
133,"60","0.4","angle","increase","distance","same","18725","bigger",0
133,"60","0.4","vertex","increase","angle","upward","16924","stayPlace",0
133,"60","0.4","vertex","decrease","angle","downward","12010","stayPlace",0
133,"60","0.4","angle","decrease","angle","bigger","11569","smaller",0
133,"60","0.4","vertex","decrease","distance","downward","14358","downward",1
133,"60","0.4","angle","decrease","distance","same","40434","same",1
133,"60","0.4","vertex","increase","distance","upward","9491","upward",1
133,"60","0.4","angle","increase","angle","smaller","11806","bigger",0
134,"60","0.4","vertex","increase","angle","upward","17620","upward",1
134,"60","0.4","vertex","decrease","distance","downward","8279","downward",1
134,"60","0.4","angle","decrease","angle","bigger","11791","bigger",1
134,"60","0.4","angle","increase","distance","same","11631","same",1
134,"60","0.4","angle","decrease","distance","same","7790","same",1
134,"60","0.4","angle","increase","angle","smaller","11872","smaller",1
134,"60","0.4","vertex","increase","distance","upward","4830","stayPlace",0
134,"60","0.4","vertex","decrease","angle","downward","11088","downward",1
135,"60","0.4","angle","decrease","angle","bigger","23636","smaller",0
135,"60","0.4","vertex","decrease","angle","downward","37160","downward",1
135,"60","0.4","vertex","decrease","distance","downward","36540","stayPlace",0
135,"60","0.4","angle","decrease","distance","same","10680","smaller",0
135,"60","0.4","angle","increase","distance","same","5877","bigger",0
135,"60","0.4","angle","increase","angle","smaller","77343","smaller",1
135,"60","0.4","vertex","increase","distance","upward","17507","stayPlace",0
135,"60","0.4","vertex","increase","angle","upward","14421","upward",1
136,"60","0.4","angle","increase","distance","same","14408","bigger",0
136,"60","0.4","angle","decrease","distance","same","6149","smaller",0
136,"60","0.4","vertex","decrease","distance","downward","25489","stayPlace",0
136,"60","0.4","vertex","increase","angle","upward","6423","stayPlace",0
136,"60","0.4","vertex","increase","distance","upward","12920","stayPlace",0
136,"60","0.4","angle","decrease","angle","bigger","10414","smaller",0
136,"60","0.4","angle","increase","angle","smaller","18325","bigger",0
136,"60","0.4","vertex","decrease","angle","downward","14712","downward",1
137,"60","0.4","vertex","decrease","angle","downward","25847","upward",0
137,"60","0.4","angle","increase","distance","same","17899","bigger",0
137,"60","0.4","vertex","increase","angle","upward","25763","stayPlace",0
137,"60","0.4","vertex","increase","distance","upward","11246","stayPlace",0
137,"60","0.4","vertex","decrease","distance","downward","15494","stayPlace",0
137,"60","0.4","angle","decrease","angle","bigger","12800","smaller",0
137,"60","0.4","angle","increase","angle","smaller","4628","bigger",0
137,"60","0.4","angle","decrease","distance","same","19106","smaller",0
138,"60","0.4","angle","decrease","distance","same","13365","smaller",0
138,"60","0.4","vertex","increase","angle","upward","14479","upward",1
138,"60","0.4","vertex","decrease","distance","downward","16583","downward",1
138,"60","0.4","vertex","increase","distance","upward","8583","upward",1
138,"60","0.4","angle","increase","distance","same","5791","bigger",0
138,"60","0.4","angle","increase","angle","smaller","5776","smaller",1
138,"60","0.4","angle","decrease","angle","bigger","2663","bigger",1
138,"60","0.4","vertex","decrease","angle","downward","9808","downward",1
139,"60","0.4","vertex","increase","angle","upward","22452","upward",1
139,"60","0.4","vertex","decrease","distance","downward","7228","downward",1
139,"60","0.4","angle","decrease","distance","same","10726","bigger",0
139,"60","0.4","angle","increase","distance","same","13397","bigger",0
139,"60","0.4","vertex","increase","distance","upward","12066","upward",1
139,"60","0.4","angle","increase","angle","smaller","11996","bigger",0
139,"60","0.4","vertex","decrease","angle","downward","15247","downward",1
139,"60","0.4","angle","decrease","angle","bigger","12879","bigger",1
140,"60","0.4","vertex","increase","angle","upward","18596","upward",1
140,"60","0.4","vertex","decrease","distance","downward","17715","downward",1
140,"60","0.4","vertex","decrease","angle","downward","13719","downward",1
140,"60","0.4","angle","decrease","angle","bigger","24263","bigger",1
140,"60","0.4","vertex","increase","distance","upward","8559","upward",1
140,"60","0.4","angle","increase","distance","same","15535","smaller",0
140,"60","0.4","angle","decrease","distance","same","9430","smaller",0
140,"60","0.4","angle","increase","angle","smaller","13667","bigger",0
141,"60","0.4","vertex","decrease","angle","downward","8575","downward",1
141,"60","0.4","angle","decrease","angle","bigger","4230","bigger",1
141,"60","0.4","vertex","increase","distance","upward","4671","stayPlace",0
141,"60","0.4","vertex","decrease","distance","downward","5611","downward",1
141,"60","0.4","vertex","increase","angle","upward","4804","upward",1
141,"60","0.4","angle","increase","angle","smaller","7109","bigger",0
141,"60","0.4","angle","decrease","distance","same","4595","smaller",0
141,"60","0.4","angle","increase","distance","same","4253","smaller",0
142,"60","0.4","angle","increase","angle","smaller","31807","smaller",1
142,"60","0.4","angle","decrease","angle","bigger","12278","smaller",0
142,"60","0.4","vertex","increase","distance","upward","29310","upward",1
142,"60","0.4","vertex","decrease","distance","downward","11710","downward",1
142,"60","0.4","angle","increase","distance","same","38408","same",1
142,"60","0.4","vertex","increase","angle","upward","19803","upward",1
142,"60","0.4","vertex","decrease","angle","downward","12392","downward",1
142,"60","0.4","angle","decrease","distance","same","13931","same",1
143,"60","0.4","vertex","decrease","angle","downward","31479","downward",1
143,"60","0.4","angle","increase","angle","smaller","109177","bigger",0
143,"60","0.4","angle","decrease","angle","bigger","15707","same",0
143,"60","0.4","vertex","increase","distance","upward","26530","upward",1
143,"60","0.4","angle","decrease","distance","same","15020","same",1
143,"60","0.4","vertex","increase","angle","upward","98887","upward",1
143,"60","0.4","angle","increase","distance","same","13046","bigger",0
143,"60","0.4","vertex","decrease","distance","downward","14975","downward",1
144,"60","0.4","vertex","decrease","angle","downward","10721","downward",1
144,"60","0.4","angle","decrease","angle","bigger","12436","smaller",0
144,"60","0.4","vertex","decrease","distance","downward","12169","upward",0
144,"60","0.4","angle","decrease","distance","same","9965","smaller",0
144,"60","0.4","angle","increase","distance","same","7715","bigger",0
144,"60","0.4","angle","increase","angle","smaller","5894","bigger",0
144,"60","0.4","vertex","increase","angle","upward","4496","upward",1
144,"60","0.4","vertex","increase","distance","upward","5980","upward",1
145,"60","0.4","angle","increase","angle","smaller","13570","smaller",1
145,"60","0.4","angle","increase","distance","same","15366","same",1
145,"60","0.4","vertex","decrease","distance","downward","16678","downward",1
145,"60","0.4","angle","decrease","angle","bigger","7951","bigger",1
145,"60","0.4","vertex","increase","distance","upward","9142","upward",1
145,"60","0.4","vertex","decrease","angle","downward","6974","downward",1
145,"60","0.4","vertex","increase","angle","upward","9103","upward",1
